2025-06-30 11:00:26.032577, ANOMALY, 8
2025-06-30 11:01:26.142838, ANOMALY, 8
2025-06-30 11:02:26.243511, ANOMALY, 8
2025-06-30 11:03:26.341423, ANOMALY, 8
2025-06-30 11:04:26.434773, ANOMALY, 8
2025-06-30 11:05:26.538311, ANOMALY, 8
2025-06-30 11:06:26.636723, ANOMALY, 8
2025-06-30 11:07:26.742479, ANOMALY, 8
2025-06-30 11:08:26.842051, ANOMALY, 8
2025-06-30 11:09:26.926062, ANOMALY, 8
2025-06-30 11:10:27.025611, ANOMALY, 8
2025-06-30 11:11:27.109668, ANOMALY, 8
2025-06-30 11:12:27.208419, ANOMALY, 8
2025-06-30 11:13:27.309320, ANOMALY, 8
2025-06-30 11:14:27.415799, ANOMALY, 8
2025-06-30 11:15:27.517020, ANOMALY, 8
2025-06-30 11:16:27.623390, ANOMALY, 8
2025-06-30 11:17:27.728330, ANOMALY, 8
2025-06-30 11:18:27.834385, ANOMALY, 8
2025-06-30 11:19:27.940643, ANOMALY, 8
2025-06-30 11:20:28.042349, ANOMALY, 8
2025-06-30 11:21:28.138023, ANOMALY, 8
2025-06-30 11:22:28.247794, ANOMALY, 8
2025-06-30 11:23:28.355657, ANOMALY, 8
2025-06-30 11:24:28.451172, ANOMALY, 8
2025-06-30 11:25:28.564684, ANOMALY, 8
2025-06-30 11:26:28.670515, ANOMALY, 8
2025-06-30 11:27:28.776456, ANOMALY, 8
2025-06-30 11:28:28.880316, ANOMALY, 8
2025-06-30 11:29:28.987251, ANOMALY, 8
2025-06-30 11:30:29.090223, ANOMALY, 8
2025-06-30 11:31:29.187159, ANOMALY, 8
2025-06-30 11:32:29.308729, ANOMALY, 8
2025-06-30 11:33:29.406739, ANOMALY, 8
2025-06-30 11:34:29.526293, ANOMALY, 8
2025-06-30 11:35:29.642217, ANOMALY, 8
2025-06-30 11:36:29.748333, ANOMALY, 8
2025-06-30 11:37:29.851238, ANOMALY, 8
2025-06-30 11:38:29.965870, ANOMALY, 8
2025-06-30 11:39:30.068210, ANOMALY, 8
2025-06-30 11:40:30.170931, ANOMALY, 8
2025-06-30 11:41:30.281877, ANOMALY, 8
2025-06-30 11:42:30.394945, ANOMALY, 8
2025-06-30 11:43:30.505250, ANOMALY, 8
2025-06-30 11:44:30.697996, ANOMALY, 8
2025-06-30 11:45:30.799360, ANOMALY, 8
2025-06-30 11:46:30.903579, ANOMALY, 8
2025-06-30 11:47:31.006452, ANOMALY, 8
2025-06-30 11:48:31.113470, ANOMALY, 8
2025-06-30 11:49:31.216577, ANOMALY, 8
2025-06-30 11:50:31.325540, ANOMALY, 8
2025-06-30 11:51:31.421005, ANOMALY, 8
2025-06-30 11:52:31.524458, ANOMALY, 8
2025-06-30 11:53:31.628161, ANOMALY, 8
2025-06-30 11:54:31.724603, ANOMALY, 8
2025-06-30 11:55:31.826103, ANOMALY, 8
2025-06-30 11:56:31.928260, ANOMALY, 8
2025-06-30 11:57:32.030741, ANOMALY, 8
2025-06-30 11:58:32.475220, ANOMALY, 8
2025-06-30 11:59:32.581331, ANOMALY, 8
2025-06-30 12:00:32.725685, ANOMALY, 8
2025-06-30 12:01:32.855676, ANOMALY, 8
2025-06-30 12:02:32.959084, ANOMALY, 8
2025-06-30 12:03:33.149463, ANOMALY, 8
2025-06-30 12:04:33.271104, ANOMALY, 8
2025-06-30 12:05:33.385452, ANOMALY, 8
2025-06-30 12:06:33.516005, ANOMALY, 8
2025-06-30 12:07:33.636059, ANOMALY, 8
2025-06-30 12:08:33.752046, ANOMALY, 8
2025-06-30 12:09:33.876591, ANOMALY, 8
2025-06-30 12:10:33.983619, ANOMALY, 8
2025-06-30 12:11:34.105587, ANOMALY, 8
2025-06-30 12:12:34.222026, ANOMALY, 8
2025-06-30 12:13:34.337009, ANOMALY, 8
2025-06-30 12:14:34.465826, ANOMALY, 8
2025-06-30 12:15:34.573195, ANOMALY, 8
2025-06-30 12:16:34.755389, ANOMALY, 8
2025-06-30 12:17:34.885330, ANOMALY, 8
2025-06-30 12:18:35.030190, ANOMALY, 8
2025-06-30 12:19:35.148561, ANOMALY, 8
2025-06-30 12:20:35.231450, ANOMALY, 8
2025-06-30 12:21:35.349949, ANOMALY, 8
2025-06-30 12:22:35.491059, ANOMALY, 8
2025-06-30 12:23:35.603579, ANOMALY, 8
2025-06-30 12:24:35.715408, ANOMALY, 8
2025-06-30 12:25:35.839642, ANOMALY, 8
2025-06-30 12:26:35.956207, ANOMALY, 8
2025-06-30 12:27:36.061430, ANOMALY, 8
2025-06-30 12:28:36.202716, ANOMALY, 8
2025-06-30 12:29:36.325226, ANOMALY, 8
2025-06-30 12:30:36.454817, ANOMALY, 8
2025-06-30 12:31:36.630946, ANOMALY, 8
2025-06-30 12:32:36.747211, ANOMALY, 8
2025-06-30 12:33:36.866366, ANOMALY, 8
2025-06-30 12:34:36.981572, ANOMALY, 8
2025-06-30 12:35:37.107904, ANOMALY, 8
2025-06-30 12:36:37.221542, ANOMALY, 8
2025-06-30 12:37:37.331124, ANOMALY, 8
2025-06-30 12:38:37.433792, ANOMALY, 8
2025-06-30 12:39:37.539381, ANOMALY, 8
2025-06-30 12:40:37.656847, ANOMALY, 8
2025-06-30 12:41:37.754138, ANOMALY, 8
2025-06-30 12:42:37.839457, ANOMALY, 8
2025-06-30 12:43:37.950753, ANOMALY, 8
2025-06-30 12:44:38.034402, ANOMALY, 8
2025-06-30 12:45:38.135976, ANOMALY, 8
2025-06-30 12:46:38.228642, ANOMALY, 8
2025-06-30 12:47:38.371969, ANOMALY, 8
2025-06-30 12:48:38.493356, ANOMALY, 8
2025-06-30 12:49:38.602174, ANOMALY, 8
2025-06-30 12:50:38.703664, ANOMALY, 8
2025-06-30 12:51:38.836566, ANOMALY, 8
2025-06-30 12:52:38.980611, ANOMALY, 8
2025-06-30 12:53:39.085879, ANOMALY, 8
2025-06-30 12:54:39.202410, ANOMALY, 8
2025-06-30 12:55:39.307222, ANOMALY, 8
2025-06-30 12:56:39.433735, ANOMALY, 8
2025-06-30 12:57:39.559723, ANOMALY, 8
2025-06-30 12:58:39.674816, ANOMALY, 8
2025-06-30 12:59:39.788659, ANOMALY, 8
2025-06-30 13:00:39.900663, ANOMALY, 8
2025-06-30 13:01:40.022761, ANOMALY, 8
2025-06-30 13:02:40.154335, ANOMALY, 8
2025-06-30 13:03:40.283624, ANOMALY, 8
2025-06-30 13:04:40.412307, ANOMALY, 8
2025-06-30 13:05:40.538321, ANOMALY, 8
2025-06-30 13:06:40.641733, ANOMALY, 8
2025-06-30 13:07:40.738125, ANOMALY, 8
2025-06-30 13:08:40.842221, ANOMALY, 8
2025-06-30 13:09:40.942156, ANOMALY, 8
2025-06-30 13:10:41.050582, ANOMALY, 8
2025-06-30 13:11:41.128025, ANOMALY, 8
2025-06-30 13:12:41.216806, ANOMALY, 8
2025-06-30 13:13:41.308424, ANOMALY, 8
2025-06-30 13:14:41.402534, ANOMALY, 8
2025-06-30 13:15:41.517905, ANOMALY, 8
2025-06-30 13:16:41.597685, ANOMALY, 8
2025-06-30 13:17:41.685427, ANOMALY, 8
2025-06-30 13:18:41.795185, ANOMALY, 8
2025-06-30 13:18:50.434857, ANOMALY, 8
2025-06-30 14:21:12.323199, ANOMALY, 8
